0	0.898576
1	0.903437
2	0.818383
3	0.800032
4	0.829431
5	0.776084 1
6	0.851943
7	0.767092
8	0.869342
9	0.982653
10	0.735518
11	0.829182
12	1.00000
13	0.911529
14	0.938803
15	0.851257
16	0.858328
17	1.04791 1
18	1.03256
19	0.888963
20	0.986698
21	0.977856
22	0.883389
23	0.964116
24	0.974379
