0 0.791
1 0.909
2 0.917
3 0.949
4 0.920
5 0.930
6 0.867
7 0.905
8 0.965
9 1.034
10 0.933
11 0.948
12 1.000
13 0.889
14 0.898
15 0.845
16 0.814
17 0.995
18 0.855
19 0.894
20 0.844
21 0.906
22 0.791
23 0.898
24 0.827
